steamid,personaname,personastate,communityvisibilitystate,profilestate,cityid,loccountrycode,loccityid,avgPrice,maxRequiredAge,usesMultiplayer,Genres,Publishers,Developers,Categories
76561197960270120,RGM.QuadDMG,0,3,1,,,,15.295543859649039,18,1,"Action,Adventure,Casual,Indie,RPG,Strategy,Early Access,Simulation,Free to Play,Racing,Massively Multiplayer,Sports","1C-SoftClub,CD PROJEKT RED,Focus Home Interactive,2D BOY ,2K Games,Aspyr (Mac & Linux),Aspyr (Mac),Feral Interactive (Linux),Feral Interactive (Mac),Missing Link Games,Activision,AMPLITUDE Studios,Artifice Studio,Electronic Arts,Atari,BANDAI NAMCO Entertainment,Beatnik Games,Bethesda Softworks,Bohemia Interactive,Born Ready Games,Bossa Studios,Capcom,CI Games,Coffee Stain Studios,Daedalic Entertainment,Daybreak Game Company,Deep Silver,Demruth,Devolver Digital,Digital Leisure Inc.,Disney Interactive,LucasArts,Lucasfilm,Double Fine Productions,Egosoft,Square Enix,SEGA,Ubisoft,Warner Bros. Interactive Entertainment,FireFly Studios,Larian Studios,Frictional Games,Frozenbyte,Funcom,GSC Game World,Headup Games,Hidden Path Entertainment,Iceberg Interactive,id Software,Introversion Software,ISOTX,Kalypso Media Digital,Klei Entertainment,Konami Digital Entertainment,Merge Games,Microsoft Studios,Mode 7,NeocoreGames,NGD Studios,Night Dive Studios,Nival,Nordic Games,THQ,Paradox Interactive,PlayWay S.A.,Pocketwatch Games,PopCap Games,Re-Logic,Rebellion,Remedy Entertainment,Remedy Entertainment Ltd.,Robot Entertainment,Rockstar Games,Runic Games,Squad,Stardock Entertainment,Stickmen Studios,Subset Games,Subterranean Games,Team17 Digital Ltd,Telltale Games,Terry Cavanagh,The Behemoth,The Fun Pimps Entertainment LLC,Topware Interactive,Torn Banner Studios,Trapdoor,TREK Industries,Trendy Entertainment,Ubisoft Montreal,Valve","2D BOY,2K Australia,2K Boston,2K Czech,4A Games,Alexander Bruce,AMPLITUDE Studios,Arkane Studios,Arrowhead Game Studios,Artifice Studio,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),EA - Maxis,Infinity Ward,Sledgehammer Games,Irrational Games,Virtual Programming (Linux),Firaxis Games,Aspyr Studios,Avalanche Studios,Beatnik Games,Bethesda Game Studios,Bethesda Game Studios®,ioWare,Blackhole,Bohemia Interactive,Born Ready Games Ltd.,Bossa Studios,Capcom,CAPCOM CO., LTD.,Capcom Vancouver,CD PROJEKT RED,City Interactive,Coffee Stain Studios,Cornfox & Brothers Ltd.,Mountain Sheep Inc.,Remedy Entertainment Ltd.,Criterion Games,Croteam,Crystal Dynamics,Feral Interactive (Linux),Feral Interactive (Mac),Crytek Studios,Daedalic Entertainment,Deep Silver Volition,DICE,Digital Extremes,Kaos Studios,Digital Leisure Inc.,Double Fine Productions,Double Helix Games,Dylan Fitterer,EA Los Angeles,EA Redwood Shores,Egosoft,Eidos Interactive,Eidos-Montréal,Electronic Arts,Epic Games,People Can Fly,Facepunch Studios,IO Interactive,Rocksteady Studios,The Creative Assembly,UBIart Montpellier,FireFly Studios,Frictional Games,FromSoftware,Frozenbyte,Funcom,GameConnect,InterWave Studios,Gaming Minds,Gas Powered Games,Gray Matter Studios,GSC Game World,Haemimont Games,Headup Games,Silent Dreams,Hidden Path Entertainment,Humble Hearts LLC,id Software,Introversion Software,Ion Storm,Iron Lore Entertainment,Ironclad Games,Stardock Entertainment,Looking Glass Studios,ISOTX,Klei Entertainment,Kudosoft,Larian Studios,MercurySteam - Climax Studios,Mode 7,Nadeo,NeocoreGames,NGD Studios,Nitro Games,Nival,Nordic Games,Reactor Zero,Obsidian Entertainment,OVERKILL Software,Pandemic Studios,Pendulo Studios,Pivotal Games,PlayWay S.A.,Red Dot Games,Pocketwatch Games,Polytron Corporation,PopCap Games,Pyro Studios,Quadro Delta,Vitali Kirpu,Radical Entertainment,Raven Software,Re-Logic,Reality Pump Studios,Realmforge Studios,Rebellion,Redlynx Ltd,Ubisoft  Shanghaï,elic,Relic Entertainment,Ritual Entertainment,Robot Entertainment,Rockstar Games,Rockstar New England,Rockstar North / Toronto,Rockstar Toronto,Rockstar Studios,Rogue Entertainment,Runic Games,SEGA,Signal Studios,Spicy Horse Games,Spiral Game Studios,Squad,Stickmen Studios,Subset Games,Subterranean Games,Sumo Digital,Supergiant Games,Team17 Digital Ltd,Techland,Telltale Games,Tequila Works, S.L.,Terminal Reality,Terry Cavanagh,The Behemoth,The Fun Pimps,The Sims Studio,TimeGate Studios,Torn Banner Studios,Trendy Entertainment,Treyarch,Ubisoft Montpellier,Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai,Ubisoft Toronto,United Front Games,Valve,Vigil Games,Visceral Games,Xatrix Entertainment,Yager Development,","dlc,game"
76561197960270124,hit n run @ #teamgsx,0,3,,,,,7.767777777777779,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270130,amyy:o,0,3,1,,US,1840,6.93611111111111,0,1,Action,"Darklight Games,Tripwire Interactive,Valve","Darklight Games,Gearbox Software,Sandstorm Productions,Tripwire Interactive,Valve","game,mod"
76561197960270134,ChaosOnFire,0,3,1,,CA,4832,14.27466216216216,18,1,"Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,RPG,Racing,Strategy,Simulation,Sports,Utilities","2K Games,Aspyr (Mac & Linux),Abbey Games,Bethesda Softworks,Big Sandwich Games,bitComposer Games,Kalypso Media Digital ,BlinkWorks Media,Bohemia Interactive,Born Ready Games,Bossa Studios,Carpe Fulgur LLC,Coffee Stain Studios,Creability,Daybreak Game Company,Deep Silver,Devolver Digital,Edmund McMillen,Electronic Arts,Eyebrow Interactive,Feral Interactive (Mac),Warner Bros. Interactive Entertainment,FIX Games, Co. LTD,Focus Home Interactive,Larian Studios,Freebird Games,Frogwares,Frozenbyte,Futuremark,Gaijin Games,Grinding Gear Games,Hello Games,Klei Entertainment,Kyle Pulver,Microsoft Studios,Minority Media,Nicalis,Nordic Games,Paradox Interactive,Perfect World Entertainment,Re-Logic,Retro Affect,Robot Entertainment,Runic Games,SEGA,Smartly Dressed Games,Square Enix,Telltale Games,Two Tribes,Ubisoft,Unknown Worlds Entertainment,Valve,Wizards of the Coast LLC,XSEED","2K Australia,2K Boston,4A Games,5th Cell Media,Abbey Games,Altar Games,Arrowhead Game Studios,Aspyr (Mac & Linux),Gearbox Software,Firaxis Games,Avalanche Studios,Bethesda Game Studios,Big Sandwich Games,Bigmoon Studios,Coreplay GmbH,Black Element,BlinkWorks Media,Bohemia Interactive,Born Ready Games Ltd.,Bossa Studios,Coffee Stain Studios,Colossal Order Ltd.,Creability,Criterion Games,Croteam,Crytek Studios,Cyanide,Cyanide Studios,Day 1 Studios,Daybreak Game Company,Dennaton Games,DICE,Digital Reality,Dreampainters,EA Los Angeles,EA Redwood Shores,EasyGameStation,Edmund McMillen and Florian Himsl, Tyler Glaiel,Electronic Arts,Ensemble Studios,Hidden Path Entertainment,Skybox Labs,Eugen Systems,Eyebrow Interactive,Facepunch Studios,Feral Interactive (Mac),Haemimont Games,Rocksteady Studios,FIX Games, Co. LTD,FIX Korea, Co.LTD,Focus Home Interactive,Free Lives,Freebird Games,Frogwares,Frozenbyte,Futuremark,Gaijin Games,Grinding Gear Games,Hardsuit Labs,Hello Games,Iron Lore Entertainment,Klei Entertainment,Kyle Pulver,Larian Studios,Minority Media Inc.,Monolith,Monolith Productions,Timegate,Nicalis,Studio Pixel,Nihon Falcom,Paradox Development Studio,Re-Logic,Relic Entertainment,Retro Affect,Robot Entertainment,Runic Games,Smartly Dressed Games,Snowblind Studios,Stainless Games,Straandlooper,Techland,Telltale Games,Two Tribes,Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai,Unknown Worlds Entertainment,Valve,Vigil Games,Volition,Wizarbox,Zombie Studios","game,mod"
76561197960270136,Walle@myegamer.com,0,3,1,,US,722,10.578823529411764,17,1,"Action,Adventure,Free to Play,Indie,RPG","Blazing Griffin Ltd.,Electronic Arts,Rockstar Games,Valve","BioWare,DICE,Gearbox Software,Outerlight Ltd.,Rockstar North,Rockstar Toronto,Valve",game
76561197960270138,ndrect,0,3,1,,,,15.698658536585372,18,1,"Action,Adventure,Indie,RPG,Free to Play,Massively Multiplayer,Strategy,Sports,Simulation,Racing","1C-SoftClub,CD PROJEKT RED,2K Games,Aspyr (Mac & Linux),Aspyr (Mac),Missing Link Games,38 Studios,Electronic Arts,Activision,BANDAI NAMCO Entertainment,FromSoftware, Inc,Bethesda Softworks,Capcom,Capcom U.S.A., Inc.,Daedalic Entertainment,Darklight Games,Devolver Digital,Double Fine Productions,Edmund McMillen,Galactic Cafe,Gazillion Entertainment,Harebrained Holdings,Image&Form,Klei Entertainment,Konami Digital Entertainment,Microsoft Studios,New World Interactive,Nordic Games,Paradox Interactive,Perfect World Entertainment,Ragequit Corporation,Re-Logic,Runic Games,SEGA,Square Enix,Team17 Digital Ltd,Telltale Games,Trendy Entertainment,Tripwire Interactive,Uber Entertainment,Unknown Worlds Entertainment,Valve","2K Australia,2K Boston,38 Studios,Big Huge Games,Arkane Studios,Arrowhead Game Studios,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),Infinity Ward,Sledgehammer Games,Irrational Games,Virtual Programming (Linux),Bethesda Game Studios,Capcom,Capcom U.S.A., Inc.,CD PROJEKT RED,Cellar Door Games,Daedalic Entertainment,Darklight Games,Dennaton Games,Double Fine Productions,Edmund McMillen and Florian Himsl,Flying Wild Hog,FromSoftware,Galactic Cafe,Gazillion Entertainment,Hardsuit Labs,Harebrained Schemes,Humble Hearts LLC,Image&Form,Klei Entertainment,Machine Games,New World Interactive,Ninja Theory,PlatinumGames,Psyonix,Ragequit Corporation,Re-Logic,RuneStorm,Runic Games,Sandstorm Productions,SQUARE ENIX,Sumo Digital,Team17 Digital Ltd,Telltale Games,Trendy Entertainment,Treyarch,Tripwire Interactive,Uber Entertainment,United Front Games,Unknown Worlds Entertainment,Valve,Vigil Games,Yager Development","game,mod"
76561197960270142,]3K[ninja wilson,0,3,1,,,,15.323777777777781,17,1,"Action,Adventure,Casual,Indie,Strategy,RPG,Free to Play,Simulation","Activision,Aspyr (Mac),Beatnik Games,Bethesda Softworks,Bohemia Interactive,Daybreak Game Company,Deep Silver,Electronic Arts,Frozenbyte,NeocoreGames,NGD Studios,Paradox Interactive,Pocketwatch Games,Runic Games,TREK Industries,Trendy Entertainment,Valve","Arrowhead Game Studios,Aspyr (Mac),Infinity Ward,Sledgehammer Games,Beatnik Games,BioWare,Bohemia Interactive,Deep Silver Volition,Epic Games, Inc.,People Can Fly,Frozenbyte,Gearbox Software,NeocoreGames,NGD Studios,OVERKILL Software,Pocketwatch Games,Runic Games,Spiral Game Studios,Splash Damage,Trendy Entertainment,Treyarch,Valve,Visceral Games",game
76561197960270144,mRosT,0,3,,,,,7.814117647058822,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270148,Masterx,0,3,1,,,,12.6308,17,1,"Action,Adventure,Indie,Simulation,Free to Play,Strategy","Activision,Aspyr (Mac),Deep Silver,Muse Games,Shovsoft,Unknown Worlds Entertainment,Valve","Aspyr (Mac),Infinity Ward,Deep Silver Volition,Gearbox Software,Muse Games,Shovsoft,Treyarch,Unknown Worlds Entertainment,Valve",game
76561197960270150,Mendel,0,1,1,,,,14.70376237623763,18,1,"Action,Adventure,Casual,Indie,Strategy,RPG,Simulation,Free to Play,Sports,Massively Multiplayer","11 bit studios,2D BOY ,2K Games,Aspyr (Mac & Linux),3909,Activision,Aspyr (Mac),Bethesda Softworks,Capybara Games,Coffee Stain Studios,Double Fine Productions,Electronic Arts,Feral Interactive (Linux),Feral Interactive (Mac),Square Enix,Frictional Games,Futuremark,Hemisphere Games,Hidden Path Entertainment,Meridian4,Microsoft Studios,New World Interactive,Nomad Games,Nordic Games,Number None,Paradox Interactive,Playbrains,Playdead,Pocketwatch Games,PopCap Games, Inc.,Ragequit Corporation,Robot Entertainment,Rockstar Games,Runic Games,SEGA,Subatomic Studios LLC,Superflat Games,SuperVillain Studios,Trendy Entertainment,Trion Worlds,Tripwire Interactive,Two Tribes,Uber Entertainment,Ubisoft,Valve,Warner Bros. Interactive Entertainment,Wizards of the Coast LLC","11 bit studios,1C:InoCo,2D BOY,2DEngine.com,2K Australia,2K Boston,3909,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),Infinity Ward,Sledgehammer Games,Firaxis Games,Bethesda Game Studios,BioWare,Capybara,Jim Guthrie,Superbrothers,Coffee Stain Studios,Crystal Dynamics,Feral Interactive (Linux),Feral Interactive (Mac),Defence Alliance Team,DICE,Double Fine Productions,Ensemble Studios,Hidden Path Entertainment,Skybox Labs,Frictional Games,Futuremark,Hemisphere Games,Ion Storm,Iron Lore Entertainment,Jasper Byrne,Jellyvision,Mando productions,New World Interactive,Nomad Games,Number None,Playbrains,Playdead,Pocketwatch Games,PopCap Games, Inc.,Psyonix,Ragequit Corporation,Relic Entertainment,Robot Entertainment,Rockstar Leeds,Team Bondi,Runic Games,Stainless Games Ltd,Subatomic Studios LLC,Supergiant Games,SuperVillain Studios,Synergy Team,Team Meat,Trendy Entertainment,Treyarch,Trion Worlds,Tripwire Interactive,Two Tribes,Uber Entertainment,Ubisoft,Ubisoft Montpellier,Valve","game,mod"
76561197960270152,Like Girl With Red Hair,0,1,,,,,11.804714285714292,18,1,"Action,Adventure,Indie,RPG,Free to Play,Strategy,Casual,Simulation","1C-SoftClub,CD PROJEKT RED,2K Games,Feral Interactive (Mac),Missing Link Games,3909,505 Games,Adult Swim Games,Blendo Games,Broken Rules,Carlsen Games,Coffee Stain Studios,CSR-Studios,Deep Silver,Demruth,Devolver Digital,Devolver Digital and Croteam ,Frozenbyte,Galactic Cafe,id Software,Klei Entertainment,Kloonigames,KranX Productions,Krystian Majewski,Mode 7,Rain Games,Re-Logic,Rockstar Games,SNK PLAYMORE,Subset Games,Suspicious Developments,Telltale Games,Terry Cavanagh,The Men Who Wear Many Hats,Torn Banner Studios,Valve,Zachtronics","2K Australia,2K Boston,2K China,2K Marin,Digital Extremes,Feral Interactive (Mac),3909,3D Realms,General Arcade,4A Games,Alexander Bruce,Blendo Games,Broken Rules,Carlsen Games,CD PROJEKT RED,Coffee Stain Studios,CSR-Studios,Dennaton Games,DotEmu,Dylan Fitterer,Facepunch Studios,Frozenbyte,Galactic Cafe,Gearbox Software,Gray Matter Studios,Klei Entertainment,Kloonigames,Konstantin Koshutin,Krystian Majewski,Lazy 8 Studios,Mode 7,Mommy's Best Games,Necrophone Games,Rain Games,Re-Logic,Rockstar North / Toronto,Rockstar Toronto,Starbreeze Studios AB,Subset Games,Suspicious Developments,Telltale Games,Terry Cavanagh,The Men Who Wear Many Hats,Torn Banner Studios,Valve,Yager Development,Zachtronics",game
76561197960270158,Lovo,3,3,1,,,,9.991428571428573,17,1,"Action,Adventure,Indie,RPG,Free to Play,Strategy,Massively Multiplayer","1C-SoftClub,CD PROJEKT RED,Capcom,Paradox Interactive,Re-Logic,Trion Worlds,Valve","Arrowhead Game Studios,Capcom,CD PROJEKT RED,Gearbox Software,Re-Logic,Trion Worlds,Valve",game
76561197960270160,nevets,0,3,1,,US,,7.268888888888887,0,1,"Action,Free to Play",Valve,"Gearbox Software,Valve",game
76561197960270162,whatdidyousay?,0,3,,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270166,Squirtle,0,3,1,,IE,20910,7.134285714285714,17,1,"Action,Free to Play,Strategy,Indie,RPG","Bethesda Softworks,Robot Entertainment,Valve","Bethesda Game Studios,Gearbox Software,Robot Entertainment,Valve",game
76561197960270170,oblivion,0,3,1,,,,8.428125,17,1,"Action,Indie,Adventure","Demruth,Devolver Digital,Valve","Alexander Bruce,Dennaton Games,Gearbox Software,Valve",game
76561197960270174,|CoR| Ju$tiN,0,3,1,,US,1033,8.99,0,1,Action,"Activision,Valve","Gearbox Software,Infinity Ward,Valve",game
76561197960270176,Danno,0,3,1,,,,10.538763440860222,18,1,"Action,Adventure,Indie,Free to Play,RPG,Strategy,Simulation,Casual","1C Company,1C-SoftClub,1C-777,CD PROJEKT RED,2D BOY ,2K Games,ACE Team,Activision,Aspyr (Mac),Amanita Design,Arkane Studios,Disney Interactive,LucasArts,Lucasfilm,Atari,BANDAI NAMCO Entertainment,Bethesda Softworks,BioWare Corporation,Electronic Arts,Bit Blot, LLC,Bohemia Interactive,Capcom,Deep Silver,Devolver Digital,Double Fine Productions,Epic Games, Inc.,Feral Interactive (Mac),Warner Bros. Interactive Entertainment,Frictional Games,Frozenbyte,GSC Game World,Hemisphere Games,Hidden Path Entertainment,id Software,Introversion Software,Kalypso Media Digital,Merge Games,New World Interactive,Nordic Games,Number None,Nyu Media,Oddworld Inhabitants,Paradox Interactive,Playbrains,PopCap Games,Ragequit Corporation,Rebellion,Revolution Software Ltd,Rockin' Android,Rockstar Games,Runic Games,Sakari Indie,SEGA,Sigma Team Inc.,Size Five Games,Square Enix,Strategy First,Tripwire Interactive,Ubisoft,Unknown Worlds Entertainment,Valve","1C Company,1C: Maddox Games,2D BOY,2K Australia,2K Boston,4A Games,ACE Team,Amanita Design,Arkane Studios,Arrowhead Game Studios,Aspyr (Mac),BioWare,Infinity Ward,Raven Software,ASTRO PORT,Avalanche Studios,Bethesda Game Studios,BioWare Corporation,Bit Blot, LLC,Black Element,BreakAway Games,Frog City Software,PopTop Software,Capcom,CD PROJEKT RED,Croteam,Crystal Dynamics,Crytek,Defence Alliance Team,DICE,Double Fine Productions,Dylan Fitterer,EA Redwood Shores,Elixir Studios,Epic Games, Inc.,Feral Interactive (Mac),Rocksteady Studios,Firaxis Games,Frictional Games,FromSoftware,Frozenbyte,Gearbox Software,Gray Matter Studios,GSC Game World,Haemimont Games,Hemisphere Games,Hidden Path Entertainment,id Software,Introversion Software,IO Interactive,Ion Storm,Iron Lore Entertainment,Irrational Games,Katauri Interactive,Kudosoft,Looking Glass Studios,LucasArts,Massive Entertainment,New World Interactive,Number None,Oddworld Inhabitants,People Can Fly,Platine Dispositif,Playbrains,PopCap Games,Psyonix,Pyro Studios,Ragequit Corporation,Rebellion,Red Storm Entertainment,Ubisoft Montreal,Relic Entertainment,Remedy Entertainment,Revolution Software Ltd,Ritual Entertainment,Rockstar Games,Rockstar North,Rockstar North / Toronto,Rockstar Toronto,Rogue Entertainment,Runic Games,Sakari Indie,Sigma Team Inc.,Size Five Games,Strategy First,Team Meat,Terminal Reality,The Creative Assembly,Tripwire Interactive,Unknown Worlds Entertainment,Valve,Volition,Xatrix Entertainment","dlc,game,mod"
76561197960270178,account 4 trade,0,3,,,,,6.99,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270180,XXXPLOSIVE.bcu,0,3,,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270182,pressure ! kazt0r,0,3,,,,,6.240000000000001,0,1,Action,Valve,"Gearbox Software,Valve",game
76561197960270188,rampa-esko,0,3,1,,FI,,7.824444444444443,17,1,"Action,Free to Play","Activision,Aspyr (Mac),Valve","Aspyr (Mac),Infinity Ward,Gearbox Software,Valve",game
76561197960270192,dags^o^,0,3,1,,,,9.22076923076923,17,1,"Action,Adventure","Ubisoft,Valve","Gearbox Software,Ubisoft Montreal,Valve",game
76561197960270194,[SEXY]Celsian,0,3,1,,US,289,14.328988764044949,18,1,"Action,Adventure,Casual,Early Access,Free to Play,Indie,Massively Multiplayer,RPG,Simulation,Sports,Strategy,Racing","1C-SoftClub,CD PROJEKT RED,2K Games,Aspyr (Mac & Linux),Feral Interactive (Linux),Feral Interactive (Mac),505 Games,Activision,Aspyr (Mac),Blazing Griffin Ltd.,Bohemia Interactive,Codemasters,Daybreak Game Company,Dejobaan Games, LLC,Electronic Arts,Freejam,Frictional Games,Gaijin Games,Hidden Path Entertainment,Introversion Software,Mark Healey,Mode 7,Paradox Interactive,Perfect World Entertainment,Ragequit Corporation,Re-Logic,Reloaded Games,Rockstar Games,Runic Games,Smartly Dressed Games,Square Enix,Stardock Entertainment,Tripwire Interactive,Two Tribes,Uber Entertainment,Ubisoft,Valve","2K Marin,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),Infinity Ward,Sledgehammer Games,Firaxis Games,Bohemia Interactive,CD PROJEKT RED,Codemasters Action Studio,Codemasters Studios,Daybreak Game Company,Defence Alliance Team,Dejobaan Games, LLC,DICE,Dylan Fitterer,Facepunch Studios,Feral Interactive (Linux),Feral Interactive (Mac),Freejam,Frictional Games,Gaijin Games,Hardsuit Labs,Hidden Path Entertainment,Introversion Software,Ironclad Games,Stardock Entertainment,Kerberos Productions,Kerberos Productions Inc.,Lazy 8 Studios,Mark Healey,Mode 7,Nadeo,Outerlight Ltd.,OVERKILL - a Starbreeze Studio.,Paradox North,Psyonix,Ragequit Corporation,Re-Logic,Reloaded Games,Reloaded Productions,Rockstar North / Toronto,Rockstar Toronto,Runic Games,Smartly Dressed Games,Team Meat,Teotl Studios,Treyarch,Tripwire Interactive,Triumph Studios,Two Tribes,Uber Entertainment,Ubisoft,Valve","game,mod,video"
76561197960270196,leek,0,3,1,,,,11.420000000000002,17,1,"Action,Free to Play,Strategy,Indie,RPG,Simulation,Adventure","2K Games,Aspyr (Mac),Feral Interactive (Linux),Feral Interactive (Mac),3909,BANDAI NAMCO Entertainment,Bethesda Softworks,Capcom,Jagex,Puppy Games,Squad,Subset Games,Valve","3909,Aspyr (Mac),Irrational Games,Virtual Programming (Linux),Capcom,Feral Interactive (Linux),Feral Interactive (Mac),Firaxis Games,Gearbox Software,Jagex Limited,MicroProse Software, Inc,NAMCO,Obsidian Entertainment,Puppygames,Squad,Subset Games,Team Chivalry,Valve","game,mod"
76561197960270200,IÎ·Æ’iÎ·!Ñ‚Ò¯,0,3,1,,CA,4816,8.28470588235294,0,1,"Action,Adventure",Valve,"Gearbox Software,Valve",game
76561197960270202,w00p,0,3,1,,US,2026,8.067692307692308,0,1,Action,"Nordic Games,Valve","Gearbox Software,Kaos Studios,Valve",game
76561197960270206,Shockey,0,1,1,,,,13.317692307692312,17,1,"Action,Adventure,Indie,Early Access,Massively Multiplayer,Free to Play,RPG,Simulation,Strategy,Casual,Racing,Sports","2K Games,Aspyr (Mac & Linux),Aspyr (Mac),3909,BANDAI NAMCO Entertainment,Bethesda Softworks,Bohemia Interactive,Demruth,Feral Interactive (Mac),Kalypso Media Digital,SEGA,Jagex,Nether Productions, LLC,New World Interactive,Night Dive Studios,Perfect World Entertainment,Playdead,Rockstar Games,Sparpweed,Trapdoor,Ubisoft,Unknown Worlds Entertainment,Valve","3909,Alexander Bruce,Aspyr (Mac & Linux),Gearbox Software,Aspyr (Mac),Irrational Games,Virtual Programming (Linux),Bethesda Game Studios,Bohemia Interactive,Codeglue,Sparpweed,Feral Interactive (Mac),Haemimont Games,The Creative Assembly,Hardsuit Labs,Looking Glass Studios,Jagex Limited,Nadeo,NAMCO,New World Interactive,Obsidian Entertainment,Phosphor Games Studio,Playdead,Polytron Corporation,Rockstar Games,Rockstar Leeds,Team Bondi,Rockstar North,Rockstar North / Toronto,Rockstar Toronto,Team Meat,Ubisoft - San Francisco,Unknown Worlds Entertainment,Valve",game
76561197960270212,pooMonger,1,3,1,,,,9.018648648648652,17,1,"Action,Adventure,Casual,Indie,Free to Play,Strategy,Animation & Modeling,Video Production,Simulation,RPG","2D BOY ,Activision,Aspyr (Mac),Disney Interactive,LucasArts,Lucasfilm,Demruth,Dmytry Lavrov,Electronic Arts,New World Interactive,Nordic Games,Nunchuck Games,Q Entertainment Inc.,Ragequit Corporation,Square Enix,Valve","2D BOY,Alexander Bruce,Aspyr (Mac),BioWare,Bizarre Creations,DICE,Dmytry Lavrov,Dylan Fitterer,Facepunch Studios,Gearbox Software,New World Interactive,Psyonix,Q Entertainment Inc.,Ragequit Corporation,Sanzaru Games,Team Meat,Valve,Vigil Games","game,video"
76561197960270214,dmoney,0,3,1,,,,6.49,0,1,"Action,Casual,Indie","PopCap Games, Inc.,Valve","Dylan Fitterer,Gearbox Software,PopCap Games, Inc.,Valve",game
76561197960270216,KICKASS,0,3,1,,,,9.324,0,1,"Action,RPG","TaleWorlds Entertainment,Valve","Gearbox Software,TaleWorlds Entertainment,Valve",game
76561197960270218,TurboViper,0,3,1,,US,225,17.562,18,1,"Action,Adventure,Indie,RPG,Simulation,Strategy,Early Access,Casual,Racing,Sports","2K Games,505 Games,Activision,Aspyr (Mac),Codemasters,Code}{atch,Focus Home Interactive,Giant Army,Introversion Software,Keen Software House,Kunos Simulazioni,Robot Entertainment,Runic Games,Square Enix,Valve","Aspyr (Mac),Infinity Ward,Avalanche Studios,Codemasters Birmingham,Code}{atch,Facepunch Studios,Focus Home Interactive,Gearbox Software,Giant Army,Introversion Software,Keen Software House,Kunos Simulazioni,OVERKILL - a Starbreeze Studio.,Robot Entertainment,Runic Games,Treyarch,Valve",game
76561197960270220,Smooth_J,0,3,1,,US,,11.597049180327874,17,1,"Action,Adventure,Early Access,Free to Play,Indie,Strategy,RPG,Simulation","2K Games,Feral Interactive (Mac),Activision,Aspyr (Mac),Electronic Arts,Focus Home Interactive,id Software,New World Interactive,Ragequit Corporation,Reloaded Games,SCS Software,Square Enix,Ubisoft,Valve","2K Australia,2K Boston,2K China,2K Marin,Digital Extremes,Feral Interactive (Mac),Aspyr (Mac),Infinity Ward,Electronic Arts,Focus Home Interactive,Gearbox Software,Gray Matter Studios,id Software,New World Interactive,Psyonix,Ragequit Corporation,Raven Software,Reloaded Games,Ritual Entertainment,Rogue Entertainment,SCS Software,Treyarch,Ubisoft Montreal,Valve,Xatrix Entertainment","dlc,game"
76561197960270222,GermanS!!!,0,3,1,,US,3456,14.387619047619053,18,1,"Action,Adventure,Casual,Indie,RPG,Early Access,Massively Multiplayer,Racing,Simulation,Sports,Free to Play,Strategy","2K Games,Aspyr (Mac, Linux),Activision,Aspyr (Mac),Atari,Bethesda Softworks,Bohemia Interactive,Bossa Studios,Bugbear,Coffee Stain Studios,Daybreak Game Company,Electronic Arts,Facepunch Studios,Feral Interactive (Mac),Kalypso Media Digital,Gaijin Entertainment,Giant Army,Perfect World Entertainment,Re-Logic,SCS Software,Secret Exit Ltd.,Squad,Team17 Digital Ltd,The Behemoth,Ubisoft,Valve,Vertigo Gaming Inc.","Aspyr (Mac),Frontier,Infinity Ward, Linux),Firaxis Games,Bethesda Game Studios,Bohemia Interactive,Bossa Studios,Bugbear,Coffee Stain Studios,Daybreak Game Company,DICE,Facepunch Studios,Feral Interactive (Mac),Haemimont Games,Gaijin Entertainment,Gearbox Software,Giant Army,Hardsuit Labs,Obsidian Entertainment,Re-Logic,SCS Software,Secret Exit Ltd.,Squad,Team17 Digital Ltd,Team17 Software Ltd. ,The Behemoth,Treyarch,Ubisoft Montreal,Valve,Vertigo Gaming Inc.",game
76561197960270230,eddie has Pizzarrhea,0,3,1,,US,,7.213333333333332,0,1,"Action,Adventure,Indie","2D BOY ,Beatnik Games,Frozenbyte,Playbrains,Valve","2D BOY,Beatnik Games,Dylan Fitterer,Frozenbyte,Gearbox Software,Playbrains,Valve",game
